"Date","Price","Open","High","Low","Vol.","Change %"
"05/31/2022","174.55","175.20","176.18","172.96","1.08M","-1.00%"
"05/27/2022","176.32","173.85","176.70","173.85","510.25K","2.09%"
"05/26/2022","172.71","171.19","174.60","170.87","451.09K","1.01%"
"05/25/2022","170.98","166.37","172.64","165.95","697.48K","2.62%"
"05/24/2022","166.62","164.99","167.63","164.10","573.38K","-0.05%"
"05/23/2022","166.71","166.71","167.61","164.74","610.23K","0.69%"
"05/20/2022","165.56","165.59","166.43","159.69","1.65M","1.29%"
"05/19/2022","163.45","162.09","166.02","162.05","842.45K","0.57%"
"05/18/2022","162.52","166.16","166.99","162.30","911.99K","-3.56%"
"05/17/2022","168.52","167.47","168.65","164.82","914.07K","2.41%"
"05/16/2022","164.55","163.69","166.13","162.65","974.76K","-0.34%"
"05/13/2022","165.11","166.98","168.61","164.48","1.68M","0.43%"
"05/12/2022","164.41","165.91","166.87","162.64","1.14M","-1.52%"
"05/11/2022","166.94","165.92","170.54","165.92","977.20K","-0.45%"
"05/10/2022","167.69","168.05","169.33","164.85","1.26M","1.72%"
"05/09/2022","164.86","169.44","170.31","164.41","1.19M","-4.18%"
"05/06/2022","172.05","173.68","175.30","170.42","939.82K","-2.11%"
"05/05/2022","175.75","184.15","184.15","174.02","1.11M","-5.75%"
"05/04/2022","186.48","181.95","186.74","178.79","987.61K","1.82%"
"05/03/2022","183.14","175.50","183.41","174.40","1.54M","4.65%"
"05/02/2022","175.00","178.77","181.01","173.15","1.70M","-2.07%"
"04/29/2022","178.69","185.21","190.00","178.15","2.32M","-14.26%"
"04/28/2022","208.42","206.03","209.54","204.39","1.09M","2.36%"
"04/27/2022","203.61","206.34","208.24","202.96","515.72K","-0.96%"
"04/26/2022","205.58","210.16","210.16","205.39","801.18K","-2.65%"
"04/25/2022","211.17","206.29","211.28","205.94","655.86K","2.58%"
"04/22/2022","205.85","212.07","212.24","205.65","592.84K","-3.15%"
"04/21/2022","212.55","219.87","220.80","211.81","519.24K","-3.14%"
"04/20/2022","219.43","220.00","220.85","218.75","428.92K","0.53%"
"04/19/2022","218.28","212.72","218.61","212.16","356.89K","2.33%"
"04/18/2022","213.32","215.35","216.10","211.13","414.61K","-0.97%"
"04/14/2022","215.40","215.57","216.34","213.59","590.10K","0.03%"
"04/13/2022","215.33","213.85","215.78","213.34","362.87K","0.93%"
"04/12/2022","213.34","216.74","217.47","213.14","377.49K","-0.24%"
"04/11/2022","213.85","217.31","218.07","213.60","469.49K","-2.25%"
"04/08/2022","218.78","219.82","221.80","217.98","454.32K","-0.87%"
"04/07/2022","220.70","218.93","222.23","218.40","433.46K","0.32%"
"04/06/2022","220.00","221.71","222.65","217.46","628.70K","-1.52%"
"04/05/2022","223.40","226.90","228.35","222.72","516.66K","-1.39%"
"04/04/2022","226.55","226.08","228.80","225.89","465.79K","0.57%"
"04/01/2022","225.27","222.24","225.40","220.25","595.77K","1.26%"
"03/31/2022","222.46","222.89","225.96","222.13","641.98K","0.15%"
"03/30/2022","222.12","220.38","222.35","219.42","399.10K","0.37%"
"03/29/2022","221.30","221.74","223.19","219.14","611.09K","0.71%"
"03/28/2022","219.74","216.82","219.81","214.71","319.85K","1.85%"
"03/25/2022","215.75","215.72","216.54","211.57","445.93K","0.30%"
"03/24/2022","215.11","213.59","215.21","211.58","569.59K","1.55%"
"03/23/2022","211.83","216.84","217.25","211.34","524.57K","-2.87%"
"03/22/2022","218.08","214.60","218.67","214.14","456.98K","1.47%"
"03/21/2022","214.92","217.95","219.02","212.41","747.41K","-2.64%"
"03/18/2022","220.75","212.46","222.10","212.10","2.18M","3.80%"
"03/17/2022","212.66","207.11","212.69","206.14","809.22K","3.06%"
"03/16/2022","206.35","207.58","209.34","201.06","735.85K","0.96%"
"03/15/2022","204.39","200.83","204.44","199.18","820.87K","2.49%"
"03/14/2022","199.43","204.23","206.27","198.53","615.41K","-2.32%"
"03/11/2022","204.16","210.84","210.84","203.88","438.07K","-1.98%"
"03/10/2022","208.28","206.89","208.68","203.43","785.31K","-0.63%"
"03/09/2022","209.59","210.54","210.90","206.41","813.67K","1.33%"
"03/08/2022","206.83","214.21","215.51","206.51","582.85K","-3.73%"
"03/07/2022","214.85","216.64","218.75","214.81","573.32K","-1.39%"
