"Date","Price","Open","High","Low","Vol.","Change %"
"09/15/2022","338.60","341.17","345.10","336.57","1.07M","-1.26%"
"09/14/2022","342.92","339.04","343.37","335.39","1.41M","1.66%"
"09/13/2022","337.32","342.95","346.21","335.37","1.44M","-4.37%"
"09/12/2022","352.74","349.00","353.26","348.06","1.22M","1.17%"
"09/09/2022","348.65","348.45","355.59","347.50","2.19M","0.83%"
"09/08/2022","345.79","334.64","346.02","332.91","2.21M","2.65%"
"09/07/2022","336.87","329.20","339.75","324.46","2.62M","2.76%"
"09/06/2022","327.81","313.90","328.58","312.39","3.92M","4.34%"
"09/02/2022","314.17","326.40","329.64","311.12","8.78M","6.70%"
"09/01/2022","294.45","293.97","294.88","283.31","3.50M","-1.84%"
"08/31/2022","299.96","307.96","310.49","295.54","1.92M","-2.32%"
"08/30/2022","307.07","311.36","312.00","302.50","1.18M","-0.14%"
"08/29/2022","307.50","304.98","311.97","303.66","1.17M","-1.22%"
"08/26/2022","311.31","323.20","324.90","310.14","1.11M","-3.73%"
"08/25/2022","323.36","319.22","323.59","317.04","603.24K","1.74%"
"08/24/2022","317.84","315.10","321.02","313.26","551.86K","0.60%"
"08/23/2022","315.93","315.35","322.55","314.69","689.32K","0.23%"
"08/22/2022","315.22","317.12","321.49","313.52","892.32K","-2.25%"
"08/19/2022","322.47","328.48","329.02","321.32","935.17K","-3.28%"
"08/18/2022","333.42","330.57","334.96","328.51","834.10K","1.10%"
"08/17/2022","329.80","327.53","332.50","324.51","772.64K","-0.57%"
"08/16/2022","331.70","331.00","335.71","326.26","1.08M","0.41%"
"08/15/2022","330.34","320.18","330.47","320.14","953.90K","2.69%"
"08/12/2022","321.69","320.70","322.90","317.00","754.95K","1.49%"
"08/11/2022","316.98","325.84","329.10","314.56","915.87K","-0.71%"
"08/10/2022","319.26","314.00","322.00","313.45","1.15M","4.15%"
"08/09/2022","306.55","314.02","314.50","303.16","669.78K","-3.06%"
"08/08/2022","316.24","317.04","326.50","315.13","844.68K","-0.49%"
"08/05/2022","317.80","309.30","321.42","308.77","1.01M","0.44%"
"08/04/2022","316.40","316.35","317.57","313.67","882.23K","0.32%"
"08/03/2022","315.38","311.00","316.97","308.44","849.74K","3.17%"
"08/02/2022","305.70","307.42","310.42","303.58","803.46K","-1.39%"
"08/01/2022","310.01","308.09","314.15","305.68","743.70K","-0.16%"
"07/29/2022","310.51","304.38","310.86","299.50","1.38M","2.19%"
"07/28/2022","303.85","295.57","305.16","293.36","807.16K","2.80%"
"07/27/2022","295.57","285.55","296.35","283.93","1.30M","4.29%"
"07/26/2022","283.41","293.75","294.53","281.57","1.62M","-5.94%"
"07/25/2022","301.32","306.00","306.00","298.82","512.76K","-1.04%"
"07/22/2022","304.50","307.50","312.25","301.95","808.75K","-0.93%"
"07/21/2022","307.36","305.30","308.25","300.16","909.11K","1.51%"
"07/20/2022","302.79","295.49","303.77","294.34","1.00M","2.18%"
"07/19/2022","296.34","290.31","296.63","286.84","864.10K","4.11%"
"07/18/2022","284.64","291.60","293.54","283.04","700.89K","-0.62%"
"07/15/2022","286.41","280.89","287.63","280.60","946.05K","2.66%"
"07/14/2022","278.99","277.35","280.70","272.26","797.67K","-0.70%"
"07/13/2022","280.97","272.89","283.00","271.05","797.33K","0.57%"
"07/12/2022","279.39","282.81","289.00","277.05","776.80K","-0.84%"
"07/11/2022","281.76","281.00","287.20","277.10","1.23M","-3.96%"
"07/08/2022","293.39","288.91","295.48","285.15","892.72K","0.92%"
"07/07/2022","290.72","280.33","291.87","278.23","931.65K","3.69%"
"07/06/2022","280.38","284.32","288.90","275.76","956.74K","-1.14%"
"07/05/2022","283.62","263.17","283.84","258.79","2.42M","7.68%"
"07/01/2022","263.38","269.14","271.08","261.03","1.87M","-3.39%"
"06/30/2022","272.61","277.49","279.83","271.00","1.25M","-3.66%"
"06/29/2022","282.98","280.46","286.46","276.53","819.64K","1.59%"
"06/28/2022","278.56","288.37","294.06","278.16","940.25K","-3.10%"
"06/27/2022","287.48","295.12","297.06","284.23","1.01M","-2.00%"
"06/24/2022","293.36","289.92","295.71","288.47","1.44M","2.46%"
"06/23/2022","286.33","282.14","288.41","278.00","972.20K","3.04%"
"06/22/2022","277.88","274.12","280.59","271.35","979.72K","0.52%"
"06/21/2022","276.45","282.89","284.50","275.89","1.13M","-0.60%"
"06/17/2022","278.13","271.27","281.23","271.15","1.38M","2.50%"
"06/16/2022","271.34","278.37","278.37","267.78","1.27M","-5.03%"
"06/15/2022","285.72","283.21","290.12","279.75","955.43K","1.86%"
"06/14/2022","280.50","280.44","284.62","276.58","931.04K","0.69%"
"06/13/2022","278.58","280.42","282.36","273.34","1.75M","-4.47%"
"06/10/2022","291.60","294.58","297.50","290.07","1.18M","-3.54%"
"06/09/2022","302.30","303.81","309.44","302.13","866.95K","-1.78%"
"06/08/2022","307.77","306.55","312.90","304.32","954.24K","0.52%"
"06/07/2022","306.19","295.00","307.86","294.68","1.29M","1.52%"
"06/06/2022","301.62","305.00","308.42","296.60","1.85M","0.27%"
"06/03/2022","300.80","303.45","305.81","293.57","4.00M","-0.59%"
"06/02/2022","302.58","290.55","303.24","286.70","4.30M","4.35%"
